"의료기관시도별","보험급여별","수술종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"경남","계","경요도 전립선 절제술","수술건수[건]","건","81","78","110","116","155","125","421","342","428","500","529","681","602","595","642","747","857",
"경남","계","전립선 절제술","수술인원수[명]","명","71","41","64","79","85","117","108","139","106","62","41","62","25","46","59","37","16",
"경남","계","전립선 절제술","수술건수[건]","건","71","41","64","79","85","117","108","139","106","62","41","63","25","46","59","38","16",
"경남","계","자궁절제술","수술인원수[명]","명","4142","4236","4042","4720","3676","2168","2352","2365","2064","1866","2034","2034","1893","1783","2026","2114","1960",
"경남","계","자궁절제술","수술건수[건]","건","4151","4258","4057","4750","3680","2168","2352","2367","2070","1870","2037","2051","1896","1786","2051","2155","2014",
"경남","계","제왕절개수술","수술인원수[명]","명","8242","9184","8740","8952","9711","9409","10355","9514","9839","10226","9782","9179","8704","8549","8118","7851","7772",
"경남","계","제왕절개수술","수술건수[건]","건","8265","9191","8742","8969","9713","9411","10359","9518","9845","10235","9791","9194","8717","8554","8153","7952","7978",
"경남","계","고관절 치환술","수술인원수[명]","명","264","298","262","362","359","358","418","499","1337","1454","1479","1612","1588","1562","1512","1587","1650",
"경남","계","고관절 치환술","수술건수[건]","건","277","314","274","369","372","367","431","522","1372","1492","1502","1665","1628","1600","1591","1683","1781",
"경남","계","슬관절 치환술","수술인원수[명]","명","1353","1920","2164","2278","2562","2420","2637","2748","2897","3187","3612","3691","3614","3955","3584","3767","4029",
"경남","계","슬관절 치환술","수술건수[건]","건","1433","2075","2320","2424","2747","2549","2806","2893","3058","3308","3731","3780","3710","4076","3772","3943","4358",
"경남","계","유방 부분 절제술","수술인원수[명]","명","162","188","191","120","1095","948","996","892","902","905","991","1063","1117","1158","1161","1397","1621",
"경남","계","유방 부분 절제술","수술건수[건]","건","163","191","191","122","1117","958","1004","906","912","915","1003","1082","1138","1188","1196","1442","1733",
"경남","계","유방 전 절제술","수술인원수[명]","명","606","732","855","1140","217","230","354","315","428","474","375","402","247","269","305","303","302",
"경남","계","유방 전 절제술","수술건수[건]","건","618","744","872","1184","218","230","354","316","434","477","375","417","247","270","317","317","325",
"경남","계","뇌기저부 수술","수술인원수[명]","명","2","3","3","3","2","2","2","2","2","","2","-","-","3","3","3","-",
"경남","계","뇌기저부 수술","수술건수[건]","건","2","3","3","3","2","2","2","2","2","","2","-","-","3","3","4","-",
"경남","계","뇌종양 수술","수술인원수[명]","명","45","61","48","73","71","92","117","95","84","112","104","124","70","76","107","119","140",
"경남","계","뇌종양 수술","수술건수[건]","건","45","62","49","73","74","95","119","98","84","113","105","128","72","77","123","135","168",
"경남","계","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","353","346","266","486","555","561","587","680","643","692","773","821","814","738","711","793","820",
"경남","계","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","353","354","266","486","556","561","589","683","644","692","775","881","815","739","756","867","941",
"경남","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","66","86","81","129","196","215","268","268","291","289","308","243","242","217","268","291","279",
"경남","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","67","86","81","129","197","215","275","269","293","293","310","252","243","221","285","325","317",
"경남","계","간색전술","수술인원수[명]","명","327","337","321","594","688","784","804","821","881","962","1040","1058","1034","1056","1017","1168","999",
"경남","계","간색전술","수술건수[건]","건","489","472","425","783","888","1019","1074","1067","1197","1309","1367","1401","1280","1292","1280","1459","1367",
"경남","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","541","714","668","811","970","1303","1456","1379","1148","946","928","872","894","887","889","1054","1019",
"경남","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","543","719","669","812","977","1308","1466","1383","1157","952","939","906","899","891","915","1071","1149",
"경남","계","선천성 심장기형 수술","수술인원수[명]","명","71","85","65","417","458","551","506","480","401","","","","","","","","",
"경남","계","선천성 심장기형 수술","수술건수[건]","건","73","88","66","427","472","567","531","501","409","","","","","","","","",
"경남","계","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","","430","482","448","476","499","584","528","570",
"경남","계","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","","440","494","473","486","506","602","553","604",
"경남","계","순열 및 구개열 수술","수술인원수[명]","명","2","1","2","8","8","7","12","6","3","13","25","14","18","21","15","13","13",
"경남","계","순열 및 구개열 수술","수술건수[건]","건","2","1","2","10","9","7","14","6","4","16","26","15","18","21","17","14","13",
"경남","계","치핵 수술","수술인원수[명]","명","16090","15848","16166","15957","14027","12891","13444","12830","12336","11960","11512","11056","9946","9462","8919","8096","7605",
"경남","계","치핵 수술","수술건수[건]","건","16433","16195","16596","16447","14192","13000","13621","12984","12469","12074","11623","11208","10074","9555","8988","8176","7662",
"경남","계","내시경하 척추수술","수술인원수[명]","명","316","121","76","53","36","33","54","21","32","32","93","150","40","52","485","972","1179",
"경남","계","내시경하 척추수술","수술건수[건]","건","323","122","77","53","36","33","54","21","32","32","94","152","40","52","509","1013","1210",
"경남","계","일반 척추수술","수술인원수[명]","명","3958","5160","5640","6553","7593","7142","7982","7918","8221","9088","9493","10279","9846","9817","10659","11595","11686",
"경남","계","일반 척추수술","수술건수[건]","건","4049","5348","5783","6760","7837","7385","8258","8186","8531","9478","9908","10729","10288","10281","11190","12179","12421",
"경남","계","내시경하 부비동 수술","수술인원수[명]","명","","","","3232","3511","3400","3545","3060","2839","2659","2608","2560","3010","2920","1531","1538","1478",
"경남","계","내시경하 부비동 수술","수술건수[건]","건","","","","3257","3538","3419","3571","3087","2859","2680","2631","2608","3038","2958","1556","1555","1522",
"경남","계","일반 부비동 수술","수술인원수[명]","명","1665","1614","1417","242","240","201","209","138","146","161","213","261","184","76","75","56","89",
"경남","계","일반 부비동 수술","수술건수[건]","건","1693","1649","1457","245","250","208","213","139","149","162","215","271","189","78","76","57","91",
"경남","계","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","28",
"경남","계","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","29",
"경남","건강보험","계","수술인원수[명]","명","62142","67787","68182","78343","79767","78259","81880","80211","81370","82827","83883","83911","81074","82352","80505","81876","80967",
"경남","건강보험","계","수술건수[건]","건","68085","75435","76595","89308","91510","91114","93673","92210","94171","96964","98109","98424","94789","97551","97120","100100","100393",
"경남","건강보험","백내장 수술","수술인원수[명]","명","11902","14516","15688","17852","19189","20943","19801","19844","20597","21892","21191","20578","20121","21514","21151","21621","21270",
"경남","건강보험","백내장 수술","수술건수[건]","건","15915","19955","21764","25109","27189","30075","28809","28959","30283","32741","31881","30865","30174","33018","33265","34273","33629",
"경남","건강보험","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","2108","2082","1994","2559","2559","2585","2525","2355","2210","2076","2179","2491","2528","2352","1906","1247","1050",
"경남","건강보험","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","2129","2117","2030","2597","2588","2608","2545","2384","2243","2122","2227","2532","2565","2410","1958","1289","1079",
"경남","건강보험","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","59","75","108","146","216","238","249","280","291","301","354","336","387","424","387","391","464",
"경남","건강보험","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","60","75","108","146","218","242","254","284","292","305","359","342","392","430","401","415","503",
"경남","건강보험","스텐트삽입술","수술인원수[명]","명","700","863","1101","1927","2148","2172","2474","2357","2550","2684","3010","3483","3376","3430","3287","3269","3089",
"경남","건강보험","스텐트삽입술","수술건수[건]","건","713","887","1126","1986","2191","2211","2523","2400","2605","2739","3060","3558","3437","3488","3424","3438","3412",
"경남","건강보험","관상동맥 우회수술","수술인원수[명]","명","31","23","26","69","76","81","80","88","90","90","85","92","113","91","173","146","182",
"경남","건강보험","관상동맥 우회수술","수술건수[건]","건","31","23","26","69","76","81","80","88","90","90","85","94","113","91","178","156","199",
