"의료기관시도별","환자거주지역별","수술종류별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"경남","계","관상동맥 우회수술","입원일수[일]","일","1520","1652","1551","1315","1260","1762","1917","1498","2710","2465","3174",
"경남","계","관상동맥 우회수술","진료비[천원]","천원","1824770","2048012","2130946","2416670","2341878","2743121","3946557","3585537","6273526","5727046","7610114",
"경남","계","심장 카테터 삽입술","수술인원수[명]","명","149","127","243","233","272","230","190","266","169","213","225",
"경남","계","심장 카테터 삽입술","수술건수[건]","건","161","134","256","244","285","244","196","330","183","236","236",
"경남","계","심장 카테터 삽입술","입원일수[일]","일","1009","583","1746","1294","1504","2078","1886","3816","1740","2624","2320",
"경남","계","심장 카테터 삽입술","진료비[천원]","천원","637455","419293","1123949","973057","1393727","1825070","1750539","4467263","2245789","3239567","3071403",
"경남","계","정맥류 결찰 및 제거수술","수술인원수[명]","명","1285","1482","1357","1199","1333","1304","1220","1297","1323","1145","929",
"경남","계","정맥류 결찰 및 제거수술","수술건수[건]","건","1322","1542","1413","1218","1358","1331","1242","1331","1352","1161","945",
"경남","계","정맥류 결찰 및 제거수술","입원일수[일]","일","4120","4524","4067","3329","3051","3156","2693","2609","2768","2269","1847",
"경남","계","정맥류 결찰 및 제거수술","진료비[천원]","천원","1393709","1573247","1527592","1409855","1512185","1649822","1621810","1671437","1925514","1650440","1419175",
"경남","계","충수절제술","수술인원수[명]","명","6799","6669","6485","6109","6075","5547","5205","5296","5080","5033","4662",
"경남","계","충수절제술","수술건수[건]","건","6808","6673","6497","6151","6151","5697","5247","5304","5156","5214","5005",
"경남","계","충수절제술","입원일수[일]","일","48474","43530","39493","36791","36319","31721","29577","29933","28270","28184","25012",
"경남","계","충수절제술","진료비[천원]","천원","15088347","15754767","16465571","16147021","16554946","15670169","15571655","16868283","16837417","17228801","16035077",
"경남","계","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","331","302","384","370","452","429","528","560","534","651","733",
"경남","계","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","334","311","409","394","476","448","554","587","569","685","846",
"경남","계","심박조율장치의 삽입,교체,제거 및 교정","입원일수[일]","일","3246","3099","3906","3665","4644","3788","5949","6247","5665","6898","7759",
"경남","계","심박조율장치의 삽입,교체,제거 및 교정","진료비[천원]","천원","2875726","2759256","3973980","3709004","5262017","4723758","7275491","8220039","8101745","10743107","14450822",
"경남","계","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","3260","3693","3812","3888","4473","4792","4853","5101","5246","5315","5383",
"경남","계","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","3267","3696","3825","3900","4477","4865","4862","5113","5353","5527","5883",
"경남","계","담낭절제술(복강경적 담낭절제술 포함)","입원일수[일]","일","30136","32984","34892","35051","37690","38530","36446","40083","39866","40273","39230",
"경남","계","담낭절제술(복강경적 담낭절제술 포함)","진료비[천원]","천원","11257633","12349861","14269357","15805629","18274264","19987878","21679944","24610723","27131264","28873872","28861288",
"경남","계","내시경 및 경피적 담도수술","수술인원수[명]","명","1648","1784","1913","1877","2230","2363","2463","2462","2724","3317","3353",
"경남","계","내시경 및 경피적 담도수술","수술건수[건]","건","1818","2004","2166","2153","2629","2884","3040","3102","3766","4855","5142",
"경남","계","내시경 및 경피적 담도수술","입원일수[일]","일","19703","20210","22674","21320","25115","25611","28581","28207","31267","47813","45915",
"경남","계","내시경 및 경피적 담도수술","진료비[천원]","천원","7059173","7566928","8671331","8531898","10827062","12401905","15353350","16357303","20902320","31048477","30631042",
"경남","계","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","2007","2065","2034","1982","1843","1811","1827","1822","1686","1759","1684",
"경남","계","서혜 및 대퇴 허니아 수술","수술건수[건]","건","2029","2090","2055","1996","1882","1881","1863","1843","1720","1802","1766",
"경남","계","서혜 및 대퇴 허니아 수술","입원일수[일]","일","10290","9654","8878","8459","8128","8637","7794","8412","8027","7687","7173",
"경남","계","서혜 및 대퇴 허니아 수술","진료비[천원]","천원","2671512","2899167","3241577","3508475","3823488","4252715","4235955","5070564","5471802","5113621","4994677",
"경남","계","경요도 전립선 절제술","수술인원수[명]","명","419","336","425","495","523","661","600","594","635","730","808",
"경남","계","경요도 전립선 절제술","수술건수[건]","건","421","342","428","500","529","681","602","595","642","747","857",
"경남","계","경요도 전립선 절제술","입원일수[일]","일","2753","2290","2862","3727","3950","5078","4440","4108","4586","5756","6031",
"경남","계","경요도 전립선 절제술","진료비[천원]","천원","639960","564001","742717","1068021","1173211","1605803","1640980","1818793","2317222","2796223","3078847",
"경남","계","전립선 절제술","수술인원수[명]","명","108","139","106","62","41","62","25","46","59","37","16",
"경남","계","전립선 절제술","수술건수[건]","건","108","139","106","62","41","63","25","46","59","38","16",
"경남","계","전립선 절제술","입원일수[일]","일","1143","1707","1358","685","538","800","375","555","692","486","157",
"경남","계","전립선 절제술","진료비[천원]","천원","433246","635710","567197","293906","216985","377894","185839","338142","483711","312313","120825",
"경남","계","자궁절제술","수술인원수[명]","명","2352","2365","2064","1866","2034","2034","1893","1783","2026","2114","1960",
"경남","계","자궁절제술","수술건수[건]","건","2352","2367","2070","1870","2037","2051","1896","1786","2051","2155","2014",
"경남","계","자궁절제술","입원일수[일]","일","21679","19741","16675","15432","16356","16307","14132","12988","15581","15350","13849",
"경남","계","자궁절제술","진료비[천원]","천원","5531778","6172643","5955700","5865291","6869898","7304270","7216702","6990664","9689786","10019954","9396611",
"경남","계","제왕절개수술","수술인원수[명]","명","10355","9514","9839","10226","9782","9179","8704","8549","8118","7851","7772",
"경남","계","제왕절개수술","수술건수[건]","건","10359","9518","9845","10235","9791","9194","8717","8554","8153","7952","7978",
"경남","계","제왕절개수술","입원일수[일]","일","75001","65523","66729","68933","64935","60621","57337","55523","52453","51076","49863",
"경남","계","제왕절개수술","진료비[천원]","천원","14173102","14931158","16140655","17564318","17471840","17444663","17711333","18340156","18337172","18369691","18721416",
"경남","계","고관절 치환술","수술인원수[명]","명","418","499","1337","1454","1479","1612","1588","1562","1512","1587","1650",
"경남","계","고관절 치환술","수술건수[건]","건","431","522","1372","1492","1502","1665","1628","1600","1591","1683","1781",
"경남","계","고관절 치환술","입원일수[일]","일","10102","12824","33577","35178","34866","35833","36460","36258","34214","35697","38216",
"경남","계","고관절 치환술","진료비[천원]","천원","3152143","3854554","9044242","10089884","10598201","12213660","12650180","13641730","13691461","14736777","16054316",
"경남","계","슬관절 치환술","수술인원수[명]","명","2637","2748","2897","3187","3612","3691","3614","3955","3584","3767","4029",
"경남","계","슬관절 치환술","수술건수[건]","건","2806","2893","3058","3308","3731","3780","3710","4076","3772","3943","4358",
"경남","계","슬관절 치환술","입원일수[일]","일","63549","67383","71450","75027","83406","88564","85344","93960","83525","86420","90724",
"경남","계","슬관절 치환술","진료비[천원]","천원","19524754","20186178","20638792","22618765","27091220","29805314","30582795","37152090","33742458","35153878","39305008",
"경남","계","유방 부분 절제술","수술인원수[명]","명","996","892","902","905","991","1063","1117","1158","1161","1397","1621",
"경남","계","유방 부분 절제술","수술건수[건]","건","1004","906","912","915","1003","1082","1138","1188","1196","1442","1733",
"경남","계","유방 부분 절제술","입원일수[일]","일","4285","3816","3693","4249","4551","5589","6456","6660","6539","7707","7819",
"경남","계","유방 부분 절제술","진료비[천원]","천원","987428","927578","1007942","1275471","1581403","2312324","3347879","3632665","4205989","5469015","6058018",
"경남","계","유방 전 절제술","수술인원수[명]","명","354","315","428","474","375","402","247","269","305","303","302",
"경남","계","유방 전 절제술","수술건수[건]","건","354","316","434","477","375","417","247","270","317","317","325",
"경남","계","유방 전 절제술","입원일수[일]","일","4297","3990","5346","5770","4945","5356","3325","3628","3951","3859","3336",
