"Gender","Blood Type","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Women","Type O","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","32","56","60","36","53","68","76","97","99","108","137","126","124","134","136","126","143","145","126",
"Women","Type O","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".2",".2",".2",".1",".1",".2",".2",".2",".2",".2",".2",".2",".2",".2",".2",".2",".2",".2",".2",
"Women","Type O","Jeonbook","Donation Count[Unit]","Unit","27","23","28","42","48","26","41","36","32","36","36","21","23","37","30","28","18","17","19",
"Women","Type O","Jeonbook","Composition Rate[%]","%",".1",".1",".1",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type O","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","50","81","79","74","80","71","70","56","73","84","90","66","63","61","64","59","67","71","49",
"Women","Type O","Gwangju/Jeonnaam","Composition Rate[%]","%",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type O","Gyeongnaam","Donation Count[Unit]","Unit","14","17","15","26","23","34","20","28","41","27","32","38","47","50","40","49","53","52","53",
"Women","Type O","Gyeongnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".1",".2",".2",".2",".2",
"Women","Type O","Jeju","Donation Count[Unit]","Unit","8","10","5","12","13","15","13","14","24","17","7","11","7","8","14","12","14","17","12",
"Women","Type O","Jeju","Composition Rate[%]","%",".1",".2",".1",".1",".1",".1",".1",".1",".2",".1","-",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type O","Korean Red Cross 외","Donation Count[Unit]","Unit","11","17","14","23","34","53","59","99","109","108","85","95","78","87","56","72","55","66","79",
"Women","Type O","Korean Red Cross 외","Composition Rate[%]","%",".1",".2",".1",".1",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type A","Total","Donation Count[Unit]","Unit","665","840","689","862","898","1051","1083","1106","1278","1362","1323","1112","1227","1112","1137","1160","1247","1158","1168",
"Women","Type A","Total","Composition Rate[%]","%",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".2",".2",".2",".1",".2",
"Women","Type A","Korean Red Cross","Donation Count[Unit]","Unit","655","819","679","842","865","986","1015","1034","1166","1237","1229","1006","1119","1008","1057","1069","1144","1061","1043",
"Women","Type A","Korean Red Cross","Composition Rate[%]","%",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".2",".2",".1",".1",
"Women","Type A","Central Seoul","Donation Count[Unit]","Unit","64","67","66","104","78","114","","","","","","","","125","126","124","95","101","124",
"Women","Type A","Central Seoul","Composition Rate[%]","%",".2",".1",".1",".2",".1",".1","","","","","","","",".2",".2",".2",".2",".1",".2",
"Women","Type A","Western Seoul","Donation Count[Unit]","Unit","14","41","44","59","65","50","157","129","162","157","146","120","116","","","","","","",
"Women","Type A","Western Seoul","Composition Rate[%]","%",".1",".2",".1",".1",".1",".2",".2",".1",".2",".2",".1",".1",".2","","","","","","",
"Women","Type A","Southern Seoul","Donation Count[Unit]","Unit","63","74","56","75","63","67","70","57","69","77","81","85","131","114","84","98","98","85","73",
"Women","Type A","Southern Seoul","Composition Rate[%]","%",".2",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".2",".2",".2",".1",
"Women","Type A","Eastern Seoul","Donation Count[Unit]","Unit","46","52","73","97","109","115","122","123","153","150","140","121","112","99","126","93","126","101","95",
"Women","Type A","Eastern Seoul","Composition Rate[%]","%",".1",".1",".1",".2",".2",".1",".1",".1",".2",".1",".2",".2",".1",".1",".2",".2",".2",".1",".1",
"Women","Type A","Busan","Donation Count[Unit]","Unit","90","119","87","106","106","128","119","121","131","146","141","81","94","88","93","87","78","85","98",
"Women","Type A","Busan","Composition Rate[%]","%",".2",".2",".2",".2",".2",".2",".2",".2",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".2",
"Women","Type A","Daegu/Gyeongbook","Donation Count[Unit]","Unit","58","79","66","92","92","88","111","131","125","134","124","91","117","120","117","75","133","107","109",
"Women","Type A","Daegu/Gyeongbook","Composition Rate[%]","%",".1",".2",".2",".2",".1",".1",".2",".2",".2",".2",".2",".1",".2",".2",".2",".1",".2",".2",".2",
"Women","Type A","Incheon","Donation Count[Unit]","Unit","68","48","44","43","54","73","70","62","71","68","47","58","64","50","55","60","53","52","62",
"Women","Type A","Incheon","Composition Rate[%]","%",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type A","Ulsan","Donation Count[Unit]","Unit","21","33","10","25","22","25","25","33","38","40","46","26","23","19","34","37","34","31","46",
"Women","Type A","Ulsan","Composition Rate[%]","%",".1",".2",".1",".2",".1",".1",".1",".2",".2",".2",".2",".1",".1",".1",".1",".2",".2",".1",".2",
"Women","Type A","Gyeonggi","Donation Count[Unit]","Unit","34","43","33","53","50","69","77","75","110","106","100","76","88","75","80","96","109","89","72",
"Women","Type A","Gyeonggi","Composition Rate[%]","%",".2",".2",".1",".2",".1",".1",".2",".2",".2",".2",".2",".1",".2",".2",".2",".2",".2",".2",".1",
"Women","Type A","Gangwon","Donation Count[Unit]","Unit","7","18","12","8","18","20","18","16","18","25","30","39","38","29","37","38","41","42","57",
"Women","Type A","Gangwon","Composition Rate[%]","%",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".2",
"Women","Type A","Chungbook","Donation Count[Unit]","Unit","23","30","15","18","21","22","17","37","23","31","31","21","31","29","30","36","35","30","28",
"Women","Type A","Chungbook","Composition Rate[%]","%",".1",".2",".1",".1",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".2",".2",".1",".1",
"Women","Type A","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","34","43","31","29","38","43","42","63","70","75","87","80","89","108","115","125","101","106","91",
"Women","Type A","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".2",".1",".1",
"Women","Type A","Jeonbook","Donation Count[Unit]","Unit","38","51","33","29","29","32","45","44","32","40","47","44","36","22","33","49","57","46","52",
"Women","Type A","Jeonbook","Composition Rate[%]","%",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",".2",".2",".2",".2",
"Women","Type A","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","61","91","78","68","80","90","93","74","112","121","146","110","129","80","81","100","105","118","85",
"Women","Type A","Gwangju/Jeonnaam","Composition Rate[%]","%",".1",".2",".1",".1",".1",".1",".1",".1",".2",".2",".2",".2",".2",".1",".1",".2",".2",".2",".1",
"Women","Type A","Gyeongnaam","Donation Count[Unit]","Unit","24","26","29","29","24","34","33","51","39","50","48","38","43","37","35","41","62","59","46",
"Women","Type A","Gyeongnaam","Composition Rate[%]","%",".2",".2",".2",".2",".1",".1",".1",".2",".1",".2",".2",".1",".1",".1",".1",".1",".2",".2",".2",
"Women","Type A","Jeju","Donation Count[Unit]","Unit","10","4","2","7","16","16","16","18","13","17","15","16","8","13","11","10","17","9","5",
"Women","Type A","Jeju","Composition Rate[%]","%",".1",".1","-",".1",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1","0",
"Women","Type A","Korean Red Cross 외","Donation Count[Unit]","Unit","10","21","10","20","33","65","68","72","112","125","94","106","108","104","80","91","103","97","125",
"Women","Type A","Korean Red Cross 외","Composition Rate[%]","%",".1",".3",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".2",".2",".2",".2",".2",".2",".2",
"Women","Type B","Total","Donation Count[Unit]","Unit","542","575","567","713","747","875","898","895","1014","1077","1013","859","780","881","850","821","889","903","863",
"Women","Type B","Total","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type B","Korean Red Cross","Donation Count[Unit]","Unit","536","569","564","693","724","811","819","801","917","978","934","779","716","798","778","751","822","832","800",
"Women","Type B","Korean Red Cross","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type B","Central Seoul","Donation Count[Unit]","Unit","46","49","67","62","77","104","","","","","","","","95","100","94","91","84","91",
"Women","Type B","Central Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1","","","","","","","",".1",".1",".1",".1",".1",".1",
"Women","Type B","Western Seoul","Donation Count[Unit]","Unit","22","36","37","66","54","20","117","94","114","108","106","96","79","","","","","","",
"Women","Type B","Western Seoul","Composition Rate[%]","%",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1","","","","","","",
"Women","Type B","Southern Seoul","Donation Count[Unit]","Unit","39","39","40","50","77","77","69","60","93","105","61","48","42","59","54","42","44","62","55",
"Women","Type B","Southern Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type B","Eastern Seoul","Donation Count[Unit]","Unit","45","50","53","53","54","69","107","84","76","131","101","86","79","76","84","71","90","83","78",
"Women","Type B","Eastern Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type B","Busan","Donation Count[Unit]","Unit","57","40","48","65","69","95","89","72","86","83","85","68","70","82","64","78","92","98","56",
"Women","Type B","Busan","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",
"Women","Type B","Daegu/Gyeongbook","Donation Count[Unit]","Unit","68","59","58","78","58","78","83","92","90","78","69","81","63","85","77","84","91","94","76",
"Women","Type B","Daegu/Gyeongbook","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type B","Incheon","Donation Count[Unit]","Unit","44","51","63","38","63","45","81","58","106","93","95","55","49","38","48","52","65","62","43",
"Women","Type B","Incheon","Composition Rate[%]","%",".1",".1",".2",".1",".2",".1",".1",".1",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type B","Ulsan","Donation Count[Unit]","Unit","29","33","18","17","20","32","24","25","20","13","26","29","37","22","19","22","23","32","39",
"Women","Type B","Ulsan","Composition Rate[%]","%",".2",".2",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",".1",".1",".2",
"Women","Type B","Gyeonggi","Donation Count[Unit]","Unit","35","24","32","55","58","58","53","73","82","71","65","49","50","72","60","71","92","77","99",
"Women","Type B","Gyeonggi","Composition Rate[%]","%",".2",".1",".1",".2",".1",".1",".1",".2",".2",".1",".1",".1",".1",".2",".1",".1",".2",".1",".2",
"Women","Type B","Gangwon","Donation Count[Unit]","Unit","10","17","9","15","15","18","15","25","23","27","37","29","26","27","30","26","32","33","40",
"Women","Type B","Gangwon","Composition Rate[%]","%",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type B","Chungbook","Donation Count[Unit]","Unit","29","28","13","31","32","45","25","37","44","41","45","27","21","29","21","26","22","32","36",
"Women","Type B","Chungbook","Composition Rate[%]","%",".2",".2",".1",".2",".2",".2",".1",".2",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".2",
"Women","Type B","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","38","40","39","51","40","50","54","61","63","78","81","68","55","59","61","64","49","51","47",
"Women","Type B","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type B","Jeonbook","Donation Count[Unit]","Unit","16","31","26","32","38","33","23","31","28","32","41","34","33","18","32","26","29","25","26",
"Women","Type B","Jeonbook","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type B","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","33","48","38","53","46","57","50","55","54","79","80","82","65","64","61","47","44","47","62",
"Women","Type B","Gwangju/Jeonnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type B","Gyeongnaam","Donation Count[Unit]","Unit","20","17","16","21","16","21","16","26","27","26","30","19","39","60","57","42","51","42","41",
"Women","Type B","Gyeongnaam","Composition Rate[%]","%",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".1",".2",".1",".1",
"Women","Type B","Jeju","Donation Count[Unit]","Unit","5","7","7","6","7","9","13","8","11","13","12","8","8","12","10","6","7","10","11",
"Women","Type B","Jeju","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1","-",".1",".1",".1",
"Women","Type B","Korean Red Cross 외","Donation Count[Unit]","Unit","6","6","3","20","23","64","79","94","97","99","79","80","64","83","72","70","67","71","63",
"Women","Type B","Korean Red Cross 외","Composition Rate[%]","%",".1",".1","-",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Women","Type AB","Total","Donation Count[Unit]","Unit","268","264","248","280","318","386","421","410","405","520","477","421","397","412","351","345","389","412","415",
"Women","Type AB","Total","Composition Rate[%]","%",".1",".1",".1","0","0",".1",".1",".1","0",".1",".1",".1","-",".1","-","-",".1",".1",".1",
"Women","Type AB","Korean Red Cross","Donation Count[Unit]","Unit","266","261","246","277","300","361","388","374","369","490","440","378","356","363","325","319","367","376","379",
"Women","Type AB","Korean Red Cross","Composition Rate[%]","%",".1",".1",".1","0","0",".1",".1","0","0",".1",".1",".1","-",".1","-","-",".1",".1",".1",
"Women","Type AB","Central Seoul","Donation Count[Unit]","Unit","27","29","31","42","43","64","","","","","","","","40","37","36","48","48","50",
"Women","Type AB","Central Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1","","","","","","","",".1",".1",".1",".1",".1",".1",
"Women","Type AB","Western Seoul","Donation Count[Unit]","Unit","14","13","20","23","27","10","77","72","71","83","53","31","32","","","","","","",
"Women","Type AB","Western Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1","0",".1",".1",".1",".1",".1","-","-","","","","","","",
"Women","Type AB","Southern Seoul","Donation Count[Unit]","Unit","27","37","21","23","13","44","38","30","28","47","45","34","39","36","19","16","12","26","19",
"Women","Type AB","Southern Seoul","Composition Rate[%]","%",".1",".1",".1",".1","0",".1",".1","0","0",".1",".1",".1",".1",".1","-","-","0",".1","0",
"Women","Type AB","Eastern Seoul","Donation Count[Unit]","Unit","18","12","25","27","29","31","39","38","36","40","29","29","40","42","30","29","26","28","33",
"Women","Type AB","Eastern Seoul","Composition Rate[%]","%","0","0","0","0","0","0","0","0","0","0","0","-",".1",".1","-","-","0","0","0",
"Women","Type AB","Busan","Donation Count[Unit]","Unit","26","21","13","17","22","23","24","23","28","43","65","32","40","28","19","24","27","33","21",
"Women","Type AB","Busan","Composition Rate[%]","%",".1","0","0","0","0","0","0","0","0",".1",".1",".1",".1","-","-","-","0",".1","0",
"Women","Type AB","Daegu/Gyeongbook","Donation Count[Unit]","Unit","30","19","23","30","27","27","36","34","25","53","38","45","38","47","32","43","45","35","31",
"Women","Type AB","Daegu/Gyeongbook","Composition Rate[%]","%",".1","0",".1",".1","0","0",".1","0","0",".1","0",".1",".1",".1","-",".1",".1",".1","0",
"Women","Type AB","Incheon","Donation Count[Unit]","Unit","23","22","15","19","34","29","29","34","32","44","22","24","15","15","16","32","50","25","25",
"Women","Type AB","Incheon","Composition Rate[%]","%",".1",".1","0",".1",".1",".1","0",".1",".1",".1","0","-","-","-","-",".1",".1","0",".1",
"Women","Type AB","Ulsan","Donation Count[Unit]","Unit","4","6","6","7","8","11","12","8","7","19","9","7","5","4","8","9","6","21","29",
"Women","Type AB","Ulsan","Composition Rate[%]","%","0","0","0","0","0",".1",".1","0","0",".1","0","-","-","-","-","-","0",".1",".1",
"Women","Type AB","Gyeonggi","Donation Count[Unit]","Unit","25","14","10","11","19","17","33","24","17","19","25","33","19","17","33","26","40","35","37",
